╧ ВЕЙС;дЮРЮ ОПНДЮФС;пЁЙ;лЁЯЪЖЭ;дЕМЭ;рНБЮП ID;рНБЮП  ID МНБХИ;йЁКЭЙЁЯРЭ;жЁМЮ НДХМХЖЁ;бХПСВЙЮ, ЦПМ;оНЙСОЕЖЭ;яНАЁБЮПРЁЯРЭ, ЦПМ;дЮРЮ БЁДБЮМРЮФЕММЪ
100003045;15.01.2016;2016;1;15;ую-3250;10143;1;271.216512;271.216512;;133.92;15.01.2016
100003045;15.01.2016;2016;1;15;ую-3145;10038;1;469.22208;469.22208;;222.78;15.01.2016
100003045;15.01.2016;2016;1;15;ую-3199;10092;1;307.2888;307.2888;;222.3;15.01.2016
100003058;09.08.2016;2016;8;9;ую-3214;10107;1;267.03432;267.03432;;227.36;09.08.2016
100003061;16.02.2018;2018;2;16;ую-3206;10099;1;2774.4813;2774.4813;;1625.52;16.02.2018
100003063;24.11.2017;2017;11;24;ую-3208;10101;1;3108.105;3108.105;;2231.25;27.11.2017
100003063;24.11.2017;2017;11;24;ую-3265;10158;1;639.24576;639.24576;;442.53;27.11.2017
100003063;24.11.2017;2017;11;24;ую-3401;10294;1;359.424;359.424;;181.35;27.11.2017
100003068;24.06.2017;2017;6;24;ую-3352;10245;1;862.16832;862.16832;;577.98;24.06.2017
100003068;24.06.2017;2017;6;24;ую-3195;10088;1;3168.655776;3168.655776;;1604.26;24.06.2017
100003069;17.08.2017;2017;8;17;ую-3335;10228;1;252.7424;252.7424;;187.68;20.08.2017
100003071;30.06.2017;2017;6;30;ую-3356;10249;1;474.5136;474.5136;;336.6;03.07.2017
100003083;31.10.2016;2016;10;31;ую-3363;10256;2;1899.612;3799.224;;2021.76;31.10.2016
100003083;31.10.2016;2016;10;31;ую-3156;10049;1;409.150152;409.150152;;283.05;31.10.2016
100003104;15.06.2017;2017;6;15;ую-3385;10278;1;401.1764;401.1764;о╡а 801;250.16;19.06.2017
100003110;12.03.2016;2016;3;12;ую-3259;10152;1;1397.184;1397.184;;827.28;17.03.2016
100003126;27.08.2016;2016;8;27;ую-3166;10059;1;454.72;454.72;;269.5;27.08.2016
100003129;04.10.2016;2016;10;4;ую-3268;10161;1;837.4464;837.4464;;334.8;07.10.2016
100003129;04.10.2016;2016;10;4;ую-3240;10133;1;758.4096;758.4096;;357.54;07.10.2016
100003131;17.11.2017;2017;11;17;ую-3300;10193;1;409.5691776;409.5691776;;305.52;17.11.2017
100003145;31.03.2016;2016;3;31;ую-3125;10018;1;5586.30912;5586.30912;;3653.68;31.03.2016
100003165;20.12.2016;2016;12;20;ую-3311;10204;1;425.7792;425.7792;;204.6;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3433;10326;1;384.206328;384.206328;;171.72;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3182;10075;1;1560.9856;1560.9856;;906.4;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3442;10335;1;1297.1574;1297.1574;;679.14;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3312;10205;1;415.6308;415.6308;;281.37;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3152;10045;1;201.2658;201.2658;;146.25;20.12.2016
100003165;20.12.2016;2016;12;20;ую-3434;10327;1;1744.1664;1744.1664;;951.27;20.12.2016
100003183;25.10.2016;2016;10;25;ую-3372;10265;1;4721.184;4721.184;;2382.9;26.10.2016
100003190;16.09.2016;2016;9;16;ую-3313;10206;1;406.8675864;406.8675864;;291.16;16.09.2016
100003190;16.09.2016;2016;9;16;ую-3136;10029;1;565.84416;565.84416;;294;16.09.2016
100003190;16.09.2016;2016;9;16;ую-3123;10016;1;2893.5132336;2893.5132336;;1643.22;16.09.2016
100003205;28.09.2018;2018;9;28;ую-3365;10258;2;1401.886268;2803.772536;о╡а 685;2389.8;01.10.2018
100003209;04.02.2018;2018;2;4;ую-3373;10266;1;1949.70342;1949.70342;о╡а 1125;1346.43;04.02.2018
100003209;04.02.2018;2018;2;4;ую-3184;10077;2;1930.14336;3860.28672;о╡а 1125;1629.36;04.02.2018
100003209;04.02.2018;2018;2;4;ую-3402;10295;1;408.329152;408.329152;о╡а 1125;194.37;04.02.2018
100003228;09.06.2017;2017;6;9;ую-3261;10154;1;2424.8484;2424.8484;;1084.59;09.06.2017
100003228;09.06.2017;2017;6;9;ую-3411;10304;1;553.28;553.28;;444.6;09.06.2017
100003229;14.09.2016;2016;9;14;ую-3339;10232;2;679.5436032;1359.0872064;;785.84;18.09.2016
100003234;13.10.2017;2017;10;13;ую-3108;10001;1;3793.2474;3793.2474;;2151.18;13.10.2017
100003256;24.12.2017;2017;12;24;ую-3236;10129;1;905.625;905.625;;412.5;27.12.2017
100003256;24.12.2017;2017;12;24;ую-3329;10222;2;536.64;1073.28;;787.8;27.12.2017
100003258;26.09.2018;2018;9;26;ую-3302;10195;1;476.4496;476.4496;;275.77;26.09.2018
100003273;30.09.2016;2016;9;30;ую-3131;10024;1;540.44816;540.44816;о╡а 511;223.68;02.10.2016
100003273;30.09.2016;2016;9;30;ую-3171;10064;1;1321.41408;1321.41408;о╡а 511;706.86;02.10.2016
100003295;15.02.2017;2017;2;15;ую-3155;10048;2;542.47288;1084.94576;;589.28;15.02.2017
100003311;31.03.2016;2016;3;31;ую-3436;10329;1;924.200352;924.200352;;671.58;31.03.2016
100003321;21.08.2017;2017;8;21;ую-3411;10304;1;677.768;677.768;о╡а 856;452.2;21.08.2017
100003348;24.03.2016;2016;3;24;ую-3116;10009;2;357.43104;714.86208;;320.16;24.03.2016
100003348;24.03.2016;2016;3;24;ую-3301;10194;1;250.668;250.668;;151.2;24.03.2016
100003348;24.03.2016;2016;3;24;ую-3272;10165;2;1106.56845;2213.1369;;1844.4;24.03.2016
100003351;22.05.2016;2016;5;22;ую-3355;10248;1;1086.7584;1086.7584;о╡а 157;702.86;22.05.2016
100003351;22.05.2016;2016;5;22;ую-3283;10176;1;2809.44448;2809.44448;о╡а 157;1579.64;22.05.2016
100003359;17.06.2018;2018;6;17;ую-3324;10217;1;240.58944;240.58944;;194.88;17.06.2018
100003360;08.06.2016;2016;6;8;ую-3298;10191;1;223.0296;223.0296;;164.98;08.06.2016
100003371;07.07.2017;2017;7;7;ую-3263;10156;1;1250.99736;1250.99736;;580;07.07.2017
100003371;07.07.2017;2017;7;7;ую-3267;10160;1;957.43296;957.43296;;483;07.07.2017
100003371;07.07.2017;2017;7;7;ую-3358;10251;1;460.944;460.944;;256.08;07.07.2017
100003371;07.07.2017;2017;7;7;ую-3122;10015;1;5920.75084;5920.75084;;2370.16;07.07.2017
100003385;27.08.2018;2018;8;27;ую-3358;10251;1;527.472;527.472;;314.16;27.08.2018
100003394;25.10.2016;2016;10;25;ую-3316;10209;1;319.3288704;319.3288704;;237;25.10.2016
100003394;25.10.2016;2016;10;25;ую-3389;10282;1;722.6912;722.6912;;410.62;25.10.2016
100003397;26.03.2017;2017;3;26;ую-3384;10277;1;663.553296;663.553296;о╡а 641;343.98;31.03.2017
100003397;26.03.2017;2017;3;26;ую-3158;10051;1;298.4608;298.4608;о╡а 641;145.95;31.03.2017
100003397;26.03.2017;2017;3;26;ую-3223;10116;1;58.6365;58.6365;о╡а 641;31;31.03.2017
100003410;22.09.2018;2018;9;22;ую-3282;10175;1;1205.0167992;1205.0167992;;808.45;22.09.2018
100003410;22.09.2018;2018;9;22;ую-3196;10089;1;1390.059;1390.059;;798.12;22.09.2018
100003416;19.03.2017;2017;3;19;ую-3244;10137;1;320.124;320.124;;201.6;24.03.2017
100003421;11.09.2017;2017;9;11;ую-3393;10286;1;77.541728;77.541728;;50.31;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3316;10209;1;409.99104;409.99104;;239.37;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3388;10281;1;784.1896;784.1896;;437.92;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3112;10005;1;2369.3076;2369.3076;;1206;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3403;10296;1;497.448;497.448;;286.65;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3319;10212;1;320.46084;320.46084;;171;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3262;10155;1;394.174;394.174;;209.1;11.09.2017
100003421;11.09.2017;2017;9;11;ую-3143;10036;1;659.7228;659.7228;;270.6;11.09.2017
100003433;24.03.2016;2016;3;24;ую-3137;10030;1;639.7776;639.7776;о╡а 127;259.56;25.03.2016
100003433;24.03.2016;2016;3;24;ую-3282;10175;1;906.53256;906.53256;о╡а 127;766.27;25.03.2016
100003433;24.03.2016;2016;3;24;ую-3398;10291;1;252.34;252.34;о╡а 127;135.16;25.03.2016
100003437;26.04.2018;2018;4;26;ую-3435;10328;1;483.1098;483.1098;;256.47;01.05.2018
100003437;26.04.2018;2018;4;26;ую-3364;10257;1;1018.141488;1018.141488;;662.16;01.05.2018
100003437;26.04.2018;2018;4;26;ую-3143;10036;1;544.9884;544.9884;;233.7;01.05.2018
100003443;09.05.2016;2016;5;9;ую-3252;10145;1;367.5765;367.5765;;175.42;09.05.2016
100003464;20.07.2016;2016;7;20;ую-3185;10078;1;873.0860544;873.0860544;;381.29;20.07.2016
100003464;20.07.2016;2016;7;20;ую-3210;10103;1;3374.188608;3374.188608;;1865.28;20.07.2016
100003466;30.12.2017;2017;12;30;ую-3322;10215;2;470.4128;940.8256;;591.1;30.12.2017
100003466;30.12.2017;2017;12;30;ую-3128;10021;1;520.696;520.696;;202.4;30.12.2017
100003466;30.12.2017;2017;12;30;ую-3125;10018;1;5719.31648;5719.31648;;3117.36;30.12.2017
100003471;27.06.2018;2018;6;27;ую-3169;10062;1;1911.03024;1911.03024;;1011.96;01.07.2018
100003471;27.06.2018;2018;6;27;ую-3216;10109;1;526.62;526.62;;256.76;01.07.2018
100003523;12.07.2018;2018;7;12;ую-3200;10093;1;705.489848;705.489848;;325.24;16.07.2018
100003536;09.08.2018;2018;8;9;ую-3226;10119;1;289.952;289.952;;141.44;11.08.2018
100003536;09.08.2018;2018;8;9;ую-3381;10274;1;6228.9326;6228.9326;;3265.02;11.08.2018
100003537;14.03.2017;2017;3;14;ую-3366;10259;1;3677.1;3677.1;о╡а 5;1581;14.03.2017
100003537;14.03.2017;2017;3;14;ую-3132;10025;2;219.9668;439.9336;о╡а 5;199.82;14.03.2017
100003537;14.03.2017;2017;3;14;ую-3356;10249;1;491.0664;491.0664;о╡а 5;339.9;14.03.2017
100003549;28.04.2017;2017;4;28;ую-3225;10118;1;186.8247;186.8247;;130.38;03.05.2017
100003549;28.04.2017;2017;4;28;ую-3273;10166;2;526.2165;1052.433;;852;03.05.2017
100003549;28.04.2017;2017;4;28;ую-3236;10129;2;724.5;1449;;682.5;03.05.2017
100003549;28.04.2017;2017;4;28;ую-3126;10019;1;5429.5528;5429.5528;;3389.05;03.05.2017
100003580;21.12.2016;2016;12;21;ую-3417;10310;1;284.9056;284.9056;о╡а 1165;165.9;21.12.2016
100003580;21.12.2016;2016;12;21;ую-3249;10142;1;716.772;716.772;о╡а 1165;349.8;21.12.2016
100003599;23.06.2018;2018;6;23;ую-3284;10177;1;321.3756;321.3756;;211.68;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3125;10018;1;6317.8496;6317.8496;;3452.56;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3385;10278;1;467.618424;467.618424;;233.64;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3135;10028;2;769.21488;1538.42976;;871.08;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3184;10077;1;2238.14496;2238.14496;;946.08;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3358;10251;1;475.2;475.2;;314.16;23.06.2018
100003599;23.06.2018;2018;6;23;ую-3259;10152;1;1276.156;1276.156;;781.32;23.06.2018
100003629;01.08.2016;2016;8;1;ую-3407;10300;1;382.536;382.536;;214.2;01.08.2016
100003630;18.08.2017;2017;8;18;ую-3148;10041;1;500.6848;500.6848;;248.64;18.08.2017
100003630;18.08.2017;2017;8;18;ую-3276;10169;1;529.232;529.232;;372;18.08.2017
100003646;01.06.2018;2018;6;1;ую-3428;10321;1;1535.70486;1535.70486;о╡а 1271;1000.68;02.06.2018
100003646;01.06.2018;2018;6;1;ую-3437;10330;1;620.928;620.928;о╡а 1271;272.16;02.06.2018
100003646;01.06.2018;2018;6;1;ую-3335;10228;1;300.31744;300.31744;о╡а 1271;182.16;02.06.2018
100003646;01.06.2018;2018;6;1;ую-3110;10003;2;2439.08192;4878.16384;о╡а 1271;2564;02.06.2018
100003656;26.02.2016;2016;2;26;ую-3239;10132;1;660.672;660.672;;440.3;26.02.2016
100003656;26.02.2016;2016;2;26;ую-3124;10017;1;3906.31208;3906.31208;;1483.9;26.02.2016
100003663;22.01.2016;2016;1;22;ую-3264;10157;1;1595.4432;1595.4432;;857.48;22.01.2016
100003667;06.04.2018;2018;4;6;ую-3233;10126;1;373.45;373.45;;171.5;06.04.2018
100003667;06.04.2018;2018;4;6;ую-3392;10285;1;488.03328;488.03328;;261.66;06.04.2018
100003667;06.04.2018;2018;4;6;ую-3113;10006;1;5067.4896;5067.4896;;1999.92;06.04.2018
100003667;06.04.2018;2018;4;6;ую-3360;10253;1;442.1687088;442.1687088;;288.66;06.04.2018
100003685;21.05.2017;2017;5;21;ую-3300;10193;2;406.380192;812.760384;;503.84;24.05.2017
100003692;21.03.2018;2018;3;21;ую-3135;10028;1;782.984776;782.984776;;439.81;21.03.2018
100003695;14.03.2016;2016;3;14;ую-3305;10198;1;240.8448;240.8448;о╡а 121;131.6;14.03.2016
100003697;06.01.2018;2018;1;6;ую-3421;10314;1;574.7462;574.7462;;297.16;10.01.2018
100003712;02.01.2016;2016;1;2;ую-3189;10082;1;1393.2128;1393.2128;;880.6;02.01.2016
100003743;16.05.2018;2018;5;16;ую-3176;10069;1;1594.53744;1594.53744;;847.02;20.05.2018
100003743;16.05.2018;2018;5;16;ую-3405;10298;2;277.7016;555.4032;;285.74;20.05.2018
100003744;23.09.2016;2016;9;23;ую-3225;10118;1;193.5774;193.5774;о╡а 935;142.68;28.09.2016
100003753;06.05.2018;2018;5;6;ую-3293;10186;1;3219.018;3219.018;о╡а 1272;2423.55;06.05.2018
100003753;06.05.2018;2018;5;6;ую-3366;10259;1;3677.1;3677.1;о╡а 1272;1853;06.05.2018
100003753;06.05.2018;2018;5;6;ую-3207;10100;1;5771.5924;5771.5924;о╡а 1272;3202.52;06.05.2018
100003753;06.05.2018;2018;5;6;ую-3205;10098;1;6130.9314;6130.9314;о╡а 1272;3888.54;06.05.2018
100003767;18.06.2016;2016;6;18;ую-3162;10055;2;420.9982;841.9964;;456;18.06.2016
100003767;18.06.2016;2016;6;18;ую-3229;10122;1;260.61255;260.61255;;159.74;18.06.2016
100003767;18.06.2016;2016;6;18;ую-3217;10110;1;426.5856;426.5856;;240.12;18.06.2016
100003767;18.06.2016;2016;6;18;ую-3426;10319;1;1824.686226;1824.686226;;1016.73;18.06.2016
100003769;05.10.2017;2017;10;5;ую-3352;10245;1;695.5393536;695.5393536;;449.54;05.10.2017
100003769;05.10.2017;2017;10;5;ую-3144;10037;1;404.35904;404.35904;;206.1;05.10.2017
100003769;05.10.2017;2017;10;5;ую-3290;10183;2;6274.368;12548.736;;7988.2;05.10.2017
100003772;12.12.2016;2016;12;12;ую-3259;10152;1;1440.08;1440.08;;773.66;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3202;10095;1;6199.7215;6199.7215;;3916.37;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3442;10335;2;1270.9522;2541.9044;;1262.24;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3117;10010;1;6721.85808;6721.85808;;2588.88;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3139;10032;1;92.8182;92.8182;;33.67;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3402;10295;1;397.3508;397.3508;;198.55;12.12.2016
100003772;12.12.2016;2016;12;12;ую-3191;10084;1;1494.4802;1494.4802;;731.49;12.12.2016
100003774;09.06.2018;2018;6;9;ую-3315;10208;2;289.245372;578.490744;;522.08;13.06.2018
100003774;09.06.2018;2018;6;9;ую-3407;10300;1;378.378;378.378;;216.3;13.06.2018
100003795;03.04.2018;2018;4;3;ую-3426;10319;1;2128.6155;2128.6155;;877.69;03.04.2018
100003795;03.04.2018;2018;4;3;ую-3174;10067;1;2573.94816;2573.94816;;1242.54;03.04.2018
100003795;03.04.2018;2018;4;3;ую-3301;10194;1;241.5528;241.5528;;141.75;03.04.2018
100003799;19.07.2018;2018;7;19;ую-3213;10106;1;358.545;358.545;;184.44;22.07.2018
100003799;19.07.2018;2018;7;19;ую-3382;10275;1;521.798;521.798;;339.72;22.07.2018
100003847;06.05.2018;2018;5;6;ую-3233;10126;1;230.9958;230.9958;;162.75;10.05.2018
100003847;06.05.2018;2018;5;6;ую-3331;10224;1;255.87968;255.87968;;129.69;10.05.2018
100003848;23.09.2017;2017;9;23;ую-3359;10252;1;756.874;756.874;;395.25;23.09.2017
100003848;23.09.2017;2017;9;23;ую-3351;10244;1;1067.0289696;1067.0289696;;919.82;23.09.2017
100003848;23.09.2017;2017;9;23;ую-3114;10007;2;301.0608;602.1216;;375.36;23.09.2017
100003850;06.10.2016;2016;10;6;ую-3409;10302;1;900.5202;900.5202;;444.09;11.10.2016
100003854;14.06.2016;2016;6;14;ую-3377;10270;1;5643.7584;5643.7584;;2560.74;14.06.2016
100003854;14.06.2016;2016;6;14;ую-3204;10097;2;6357.88;12715.76;;7137.62;14.06.2016
100003854;14.06.2016;2016;6;14;ую-3420;10313;1;301.0548;301.0548;;156.6;14.06.2016
100003855;03.10.2016;2016;10;3;ую-3170;10063;1;1603.44648;1603.44648;о╡а 306;608.94;03.10.2016
100003855;03.10.2016;2016;10;3;ую-3265;10158;1;1091.3952;1091.3952;о╡а 306;491.7;03.10.2016
100003855;03.10.2016;2016;10;3;ую-3304;10197;2;756.5184;1513.0368;о╡а 306;891;03.10.2016
100003855;03.10.2016;2016;10;3;ую-3443;10336;1;1259.2058;1259.2058;о╡а 306;669.97;03.10.2016
100003860;25.03.2018;2018;3;25;ую-3366;10259;1;3992.28;3992.28;;1581;25.03.2018
100003864;26.06.2016;2016;6;26;ую-3280;10173;1;3475.692;3475.692;о╡а 1069;2161.5;29.06.2016
100003864;26.06.2016;2016;6;26;ую-3215;10108;1;318.56;318.56;о╡а 1069;190.05;29.06.2016
100003865;30.07.2016;2016;7;30;ую-3310;10203;1;493.5168;493.5168;;305.28;04.08.2016
100003896;17.02.2016;2016;2;17;ую-3334;10227;1;610.01424;610.01424;;455.13;17.02.2016
100003896;17.02.2016;2016;2;17;ую-3409;10302;2;738.189585;1476.37917;;707.4;17.02.2016
100003904;07.04.2018;2018;4;7;ую-3124;10017;1;3792.536;3792.536;;1811.92;12.04.2018
100003925;18.01.2018;2018;1;18;ую-3297;10190;2;278.8864344;557.7728688;о╡а 1270;450.76;18.01.2018
100003932;18.06.2018;2018;6;18;ую-3144;10037;2;426.1217344;852.2434688;о╡а 1030;421.36;19.06.2018
100003973;01.08.2017;2017;8;1;ую-3411;10304;1;733.23432;733.23432;;437;01.08.2017
100003973;01.08.2017;2017;8;1;ую-3381;10274;1;7092.349;7092.349;;3396.94;01.08.2017
100003973;01.08.2017;2017;8;1;ую-3327;10220;1;576.622592;576.622592;;323.2;01.08.2017
100003973;01.08.2017;2017;8;1;ую-3377;10270;1;4968.9612;4968.9612;;2982.84;01.08.2017
100003979;20.07.2017;2017;7;20;ую-3401;10294;1;393.12;393.12;;206.7;23.07.2017
100003979;20.07.2017;2017;7;20;ую-3265;10158;1;847.7802;847.7802;;527.46;23.07.2017
100003979;20.07.2017;2017;7;20;ую-3311;10204;1;287.59104;287.59104;;231;23.07.2017
100003979;20.07.2017;2017;7;20;ую-3333;10226;1;357.504;357.504;;220;23.07.2017
100003979;20.07.2017;2017;7;20;ую-3338;10231;1;229.76928;229.76928;;133.38;23.07.2017
100004001;13.05.2017;2017;5;13;ую-3109;10002;1;5001.192448;5001.192448;;2140.76;13.05.2017
100004001;13.05.2017;2017;5;13;ую-3170;10063;1;1240.561224;1240.561224;;716.4;13.05.2017
100004024;05.07.2016;2016;7;5;ую-3314;10207;1;220.85448;220.85448;;149.8;05.07.2016
100004024;05.07.2016;2016;7;5;ую-3142;10035;1;745.7152;745.7152;;271.18;05.07.2016
100004024;05.07.2016;2016;7;5;ую-3370;10263;1;403.082;403.082;;207.1;05.07.2016
100004038;28.06.2018;2018;6;28;ую-3356;10249;2;562.7952;1125.5904;;693;30.06.2018
100004038;28.06.2018;2018;6;28;ую-3443;10336;1;1354.2402;1354.2402;;574.26;30.06.2018
100004041;13.04.2018;2018;4;13;ую-3273;10166;1;532.713;532.713;;344.35;13.04.2018
100004056;19.11.2016;2016;11;19;ую-3372;10265;1;4626.76032;4626.76032;о╡а 247;2509.65;24.11.2016
100004056;19.11.2016;2016;11;19;ую-3305;10198;1;240.09216;240.09216;о╡а 247;145.6;24.11.2016
100004078;14.07.2018;2018;7;14;ую-3306;10199;1;373.0344;373.0344;;188.6;14.07.2018
100004087;24.11.2016;2016;11;24;ую-3135;10028;2;845.18672;1690.37344;;836.92;26.11.2016
100004110;25.09.2018;2018;9;25;ую-3108;10001;1;3992.892;3992.892;;1981.35;26.09.2018
100004110;25.09.2018;2018;9;25;ую-3262;10155;2;419.881;839.762;;446.9;26.09.2018
100004110;25.09.2018;2018;9;25;ую-3241;10134;1;768.24;768.24;;391.88;26.09.2018
100004110;25.09.2018;2018;9;25;ую-3197;10090;1;1734.2667;1734.2667;;876.96;26.09.2018
100004110;25.09.2018;2018;9;25;ую-3137;10030;1;497.28168;497.28168;;231.84;26.09.2018
100004110;25.09.2018;2018;9;25;ую-3411;10304;1;713.93868;713.93868;;452.2;26.09.2018
100004150;12.02.2016;2016;2;12;ую-3129;10022;1;520.88304;520.88304;;246.87;12.02.2016
100004150;12.02.2016;2016;2;12;ую-3145;10038;1;372.5215296;372.5215296;;267.81;12.02.2016
100004163;17.02.2017;2017;2;17;ую-3388;10281;1;656.84872;656.84872;;406.64;17.02.2017
100004163;17.02.2017;2017;2;17;ую-3280;10173;1;3317.706;3317.706;;2102.55;17.02.2017
100004163;17.02.2017;2017;2;17;ую-3443;10336;1;1069.137;1069.137;;585.52;17.02.2017
100004163;17.02.2017;2017;2;17;ую-3150;10043;1;407.0484;407.0484;;150.15;17.02.2017
100004163;17.02.2017;2017;2;17;ую-3174;10067;1;1999.40616;1999.40616;;1210.68;17.02.2017
100004173;28.02.2018;2018;2;28;ую-3429;10322;1;1348.45326;1348.45326;;759.33;04.03.2018
100004173;28.02.2018;2018;2;28;ую-3187;10080;1;1646.56;1646.56;;852.8;04.03.2018
100004173;28.02.2018;2018;2;28;ую-3418;10311;1;389.052;389.052;;194.74;04.03.2018
100004173;28.02.2018;2018;2;28;ую-3436;10329;1;1452.9744;1452.9744;;678.96;04.03.2018
100004180;09.01.2017;2017;1;9;ую-3392;10285;1;471.6288;471.6288;о╡а 313;277.68;11.01.2017
100004183;07.06.2017;2017;6;7;ую-3294;10187;1;3526.08896;3526.08896;о╡а 992;2052.32;11.06.2017
100004197;07.06.2016;2016;6;7;ую-3226;10119;1;213.282;213.282;;155.04;07.06.2016
100004197;07.06.2016;2016;6;7;ую-3277;10170;1;673.056;673.056;;428.64;07.06.2016
100004219;23.10.2016;2016;10;23;ую-3332;10225;2;243.04384;486.08768;;310.88;23.10.2016
100004228;23.05.2018;2018;5;23;ую-3330;10223;1;394.092;394.092;о╡а 588;248.31;23.05.2018
100004228;23.05.2018;2018;5;23;ую-3110;10003;1;2359.54664;2359.54664;о╡а 588;1410.2;23.05.2018
100004228;23.05.2018;2018;5;23;ую-3167;10060;1;715.22352;715.22352;о╡а 588;352.92;23.05.2018
100004235;04.03.2017;2017;3;4;ую-3210;10103;1;2759.894016;2759.894016;;1543.68;09.03.2017
100004235;04.03.2017;2017;3;4;ую-3349;10242;1;555.72048;555.72048;;352.03;09.03.2017
100004270;05.08.2018;2018;8;5;ую-3200;10093;1;663.974;663.974;;377.14;05.08.2018
100004270;05.08.2018;2018;8;5;ую-3249;10142;1;536.0208;536.0208;;302.1;05.08.2018
100004270;05.08.2018;2018;8;5;ую-3276;10169;2;679.582;1359.164;;663.4;05.08.2018
100004270;05.08.2018;2018;8;5;ую-3295;10188;1;4787.74296;4787.74296;;3483.48;05.08.2018
100004278;02.04.2016;2016;4;2;ую-3397;10290;2;485.1528;970.3056;;566.72;02.04.2016
100004278;02.04.2016;2016;4;2;ую-3304;10197;1;654.0732;654.0732;;465.3;02.04.2016
100004300;05.03.2017;2017;3;5;ую-3323;10216;1;551.88224;551.88224;;423.2;05.03.2017
100004300;05.03.2017;2017;3;5;ую-3220;10113;1;650.2104;650.2104;;331.74;05.03.2017
100004300;05.03.2017;2017;3;5;ую-3180;10073;1;1656.8791512;1656.8791512;;856.54;05.03.2017
100004304;29.05.2017;2017;5;29;ую-3420;10313;1;276.970416;276.970416;;170.52;29.05.2017
100004304;29.05.2017;2017;5;29;ую-3281;10174;1;1626.13248;1626.13248;;893.76;29.05.2017
100004304;29.05.2017;2017;5;29;ую-3390;10283;1;234.52272;234.52272;;159.14;29.05.2017
100004304;29.05.2017;2017;5;29;ую-3316;10209;1;375.18048;375.18048;;270.18;29.05.2017
100004304;29.05.2017;2017;5;29;ую-3183;10076;1;1824.0978;1824.0978;;968.78;29.05.2017
100004304;29.05.2017;2017;5;29;ую-3204;10097;2;5086.304;10172.608;;6237.92;29.05.2017
100004327;31.01.2016;2016;1;31;ую-3108;10001;1;4152.60768;4152.60768;;1754.91;31.01.2016
100004327;31.01.2016;2016;1;31;ую-3154;10047;1;204.4744128;204.4744128;;110.7;31.01.2016
100004352;17.09.2016;2016;9;17;ую-3359;10252;1;636.31;636.31;;471.75;21.09.2016
100004354;28.11.2016;2016;11;28;ую-3366;10259;2;2801.6;5603.2;;3944;28.11.2016
100004354;28.11.2016;2016;11;28;ую-3129;10022;1;367.433712;367.433712;;192.01;28.11.2016
100004373;12.04.2016;2016;4;12;ую-3170;10063;1;1406.532;1406.532;;602.97;14.04.2016
100004373;12.04.2016;2016;4;12;ую-3325;10218;1;634.85344;634.85344;;431.66;14.04.2016
100004373;12.04.2016;2016;4;12;ую-3143;10036;1;458.9376;458.9376;;263.22;14.04.2016
100004392;11.05.2018;2018;5;11;ую-3176;10069;1;1328.7812;1328.7812;;787.58;14.05.2018
100004426;10.05.2017;2017;5;10;ую-3411;10304;1;767.676;767.676;;345.8;14.05.2017
100004428;16.01.2016;2016;1;16;ую-3227;10120;1;221.76;221.76;о╡а 444;116.6;16.01.2016
100004432;17.08.2018;2018;8;17;ую-3438;10331;1;459.774;459.774;о╡а 626;277.98;18.08.2018
100004434;21.12.2016;2016;12;21;ую-3308;10201;1;71.17704;71.17704;;49.88;24.12.2016
100004434;21.12.2016;2016;12;21;ую-3137;10030;2;668.8584;1337.7168;;463.68;24.12.2016
100004446;13.03.2016;2016;3;13;ую-3327;10220;1;541.941504;541.941504;о╡а 908;291.2;18.03.2016
100004474;01.02.2017;2017;2;1;ую-3253;10146;1;382.263;382.263;;175.35;01.02.2017
100004474;01.02.2017;2017;2;1;ую-3342;10235;1;1419.15656;1419.15656;;1010.9;01.02.2017
100004474;01.02.2017;2017;2;1;ую-3414;10307;1;531.1735;531.1735;;286.52;01.02.2017
100004484;08.09.2018;2018;9;8;ую-3336;10229;1;240.53672;240.53672;о╡а 227;147.34;13.09.2018
100004488;18.01.2016;2016;1;18;ую-3373;10266;2;2294.996;4589.992;;2450.26;18.01.2016
100004488;18.01.2016;2016;1;18;ую-3330;10223;1;413.316;413.316;;285.69;18.01.2016
